Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Biaya Admin,Total,Metode Pembayaran,Fee,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount,Pawoon Order No.,Grab Food No.,Partner Reff. Number,Partner Trace No & RRN,Issuer Name,Paid By,Kode Voucher
09-01-2026 10:52:42,V9WBS6XI5YQ4,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,DRINK07,Jus Alpukat,Minuman,3,"15,000","45,000",0,"45,000",0,0,0,0,0,0,"64,000",Tunai,0,"64,000",,,,PWN-V9WBS6,,,,,,
09-01-2026 10:56:24,J4RQVR0XG9CH,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,Cust_672,SNACK03,Jamur Enoki Crispy,Makanan,2,"15,000","30,000",0,"30,000",0,0,0,0,0,0,"33,000",Qris ShopeePay,0,"33,000",,,,PWN-J4RQVR,,,,,,
09-01-2026 10:56:24,J4RQVR0XG9CH,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,Cust_672,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"33,000",Qris ShopeePay,0,"33,000",,,,PWN-J4RQVR,,,,,,
09-01-2026 10:57:16,4XJ5CV9K7IPK,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,Cust_748,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-4XJ5CV,,,,,,
09-01-2026 10:57:16,4XJ5CV9K7IPK,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,Cust_748,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-4XJ5CV,,,,,,
09-01-2026 10:57:16,4XJ5CV9K7IPK,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,Cust_748,DRINK01,Es Teh Manis,Minuman,3,"6,000","18,000",0,"18,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-4XJ5CV,,,,,,
09-01-2026 10:57:20,WRD6OEENA0MN,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-WRD6OE,GRB-9377,,,,,
09-01-2026 10:57:20,WRD6OEENA0MN,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,2,"30,000","60,000",0,"60,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-WRD6OE,GRB-1720,,,,,
09-01-2026 10:57:20,WRD6OEENA0MN,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"88,000",Qris ShopeePay,0,"88,000",,,,PWN-WRD6OE,GRB-3588,,,,,
09-01-2026 10:57:40,EAFL6RH4UR2V,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"49,000",Tunai,0,"49,000",,,,PWN-EAFL6R,,,,,,
09-01-2026 10:57:40,EAFL6RH4UR2V,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"49,000",Tunai,0,"49,000",,,,PWN-EAFL6R,,,,,,
09-01-2026 10:57:40,EAFL6RH4UR2V,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK03,Es Jeruk Peras,Minuman,2,"10,000","20,000",0,"20,000",0,0,0,0,0,0,"49,000",Tunai,0,"49,000",,,,PWN-EAFL6R,,,,,,
09-01-2026 10:57:40,EAFL6RH4UR2V,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"49,000",Tunai,0,"49,000",,,,PWN-EAFL6R,,,,,,
09-01-2026 10:58:54,K7W6ALMSXU4Y,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Nabila,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"21,000",Debit BCA,0,"21,000",,,,PWN-K7W6AL,,,,,,
09-01-2026 10:58:54,K7W6ALMSXU4Y,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Nabila,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"21,000",Debit BCA,0,"21,000",,,,PWN-K7W6AL,,,,,,
09-01-2026 11:00:00,4KZOLA12VSNJ,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"25,000",Qris Gopay,0,"25,000",,,,PWN-4KZOLA,GRB-2913,,,,,
09-01-2026 11:00:12,PT5XA35FJOC2,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,Cust_694,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"6,000",Tunai,0,"6,000",,,,PWN-PT5XA3,,,,,,
09-01-2026 11:04:23,G67VDZ5SEJ81,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"84,000",Tunai,0,"84,000",,,,PWN-G67VDZ,,,,,,
09-01-2026 11:04:23,G67VDZ5SEJ81,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"84,000",Tunai,0,"84,000",,,,PWN-G67VDZ,,,,,,
09-01-2026 11:04:23,G67VDZ5SEJ81,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,2,"29,000","58,000",0,"58,000",0,0,0,0,0,0,"84,000",Tunai,0,"84,000",,,,PWN-G67VDZ,,,,,,
09-01-2026 11:04:28,93CDSXVCR759,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_280,FOOD005,Ayam Bakar Madu - Dada,Makanan,2,"31,000","62,000",0,"62,000",0,0,0,0,0,0,"151,000",Tunai,0,"151,000",,,,PWN-93CDSX,,,,,,
09-01-2026 11:04:28,93CDSXVCR759,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_280,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"151,000",Tunai,0,"151,000",,,,PWN-93CDSX,,,,,,
09-01-2026 11:04:28,93CDSXVCR759,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,Cust_280,FOOD004,Ayam Goreng Kremes - Paha,Makanan,2,"30,000","60,000",0,"60,000",0,0,0,0,0,0,"151,000",Tunai,0,"151,000",,,,PWN-93CDSX,,,,,,
09-01-2026 11:06:25,BX9HNUOK5ABL,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Siti,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"33,000",Tunai,0,"33,000",,,,PWN-BX9HNU,GRB-7761,,,,,
09-01-2026 11:06:25,BX9HNUOK5ABL,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Siti,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"33,000",Tunai,0,"33,000",,,,PWN-BX9HNU,GRB-7513,,,,,
09-01-2026 11:07:16,5OYNW6MUNS7S,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,,SNACK07,Tumis Toge Ikan Asin,Makanan,3,"13,000","39,000",0,"39,000",0,0,0,0,0,0,"76,000",Qris Gopay,0,"76,000",,,,PWN-5OYNW6,,,,,,
09-01-2026 11:07:16,5OYNW6MUNS7S,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"76,000",Qris Gopay,0,"76,000",,,,PWN-5OYNW6,,,,,,
09-01-2026 11:07:16,5OYNW6MUNS7S,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,,SNACK04,Tahu Goreng,Makanan,2,"3,000","6,000",0,"6,000",0,0,0,0,0,0,"76,000",Qris Gopay,0,"76,000",,,,PWN-5OYNW6,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,3,"30,000","90,000",0,"90,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,DRINK05,Air Mineral Botol,Minuman,2,"6,000","12,000",0,"12,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:09:18,37RDJF5NAGDR,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"203,000",Qris Gopay,0,"203,000",,,,PWN-37RDJF,,,,,,
09-01-2026 11:12:59,KYTEU64SYCDY,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_170,SNACK06,Cah Kangkung Terasi,Makanan,3,"12,000","36,000",0,"36,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-KYTEU6,,,,,,
09-01-2026 11:12:59,KYTEU64SYCDY,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_170,SNACK06,Cah Kangkung Terasi,Makanan,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-KYTEU6,,,,,,
09-01-2026 11:12:59,KYTEU64SYCDY,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_170,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-KYTEU6,,,,,,
09-01-2026 11:12:59,KYTEU64SYCDY,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_170,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"73,000",Tunai,0,"73,000",,,,PWN-KYTEU6,,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-1894,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-7517,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK02,Teh Manis Panas,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-9659,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-3870,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-6980,,,,,
09-01-2026 11:17:23,ILKKGBAY9YJY,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"54,000",Debit BCA,0,"54,000",,,,PWN-ILKKGB,GRB-3876,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,SNACK06,Cah Kangkung Terasi,Makanan,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,SNACK08,Sambal Dadak,Makanan,2,"4,000","8,000",0,"8,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:19:41,TKSVKTLKIBGC,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"107,000",Tunai,0,"107,000",,,,PWN-TKSVKT,,,,,,
09-01-2026 11:20:09,JP16LUNIB5H3,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-JP16LU,,,,,,
09-01-2026 11:20:09,JP16LUNIB5H3,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-JP16LU,,,,,,
09-01-2026 11:20:09,JP16LUNIB5H3,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-JP16LU,,,,,,
09-01-2026 11:20:09,JP16LUNIB5H3,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,SIDE002,Nasi Uduk,Makanan,1,"7,000","7,000",0,"7,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-JP16LU,,,,,,
09-01-2026 11:22:42,SE8NE0N0HYHU,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_455,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-SE8NE0,,,,,,
09-01-2026 11:22:42,SE8NE0N0HYHU,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_455,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-SE8NE0,,,,,,
09-01-2026 11:24:25,4U9N08KZ9D6Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"75,000",Qris Gopay,0,"75,000",,,,PWN-4U9N08,,,,,,
09-01-2026 11:24:25,4U9N08KZ9D6Z,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,DRINK07,Jus Alpukat,Minuman,3,"15,000","45,000",0,"45,000",0,0,0,0,0,0,"75,000",Qris Gopay,0,"75,000",,,,PWN-4U9N08,,,,,,
09-01-2026 11:24:30,JJO3MWGX0PTR,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SNACK02,Usus Goreng Crispy,Makanan,3,"19,000","57,000",0,"57,000",0,0,0,0,0,0,"57,000",Tunai,0,"57,000",,,,PWN-JJO3MW,,,,,,
09-01-2026 11:24:44,55BZQ7M2OTUX,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Dimas,,Cust_355,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"32,000",Tunai,0,"32,000",,,,PWN-55BZQ7,,,,,,
09-01-2026 11:24:44,55BZQ7M2OTUX,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Dimas,,Cust_355,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"32,000",Tunai,0,"32,000",,,,PWN-55BZQ7,,,,,,
09-01-2026 11:25:36,IQR5LB08RIE3,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Budi,,Cust_726,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"13,000",Tunai,0,"13,000",,,,PWN-IQR5LB,GRB-9924,,,,,
09-01-2026 11:25:36,IQR5LB08RIE3,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Budi,,Cust_726,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"13,000",Tunai,0,"13,000",,,,PWN-IQR5LB,GRB-9653,,,,,
09-01-2026 11:26:27,6H7AQZAV47WW,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-6H7AQZ,,,,,,
09-01-2026 11:26:27,6H7AQZAV47WW,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-6H7AQZ,,,,,,
09-01-2026 11:26:27,6H7AQZAV47WW,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-6H7AQZ,,,,,,
09-01-2026 11:26:27,6H7AQZAV47WW,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-6H7AQZ,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,DRINK04,Jeruk Panas,Minuman,2,"10,000","20,000",0,"20,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:27:13,P50YUW2QP65K,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Dimas,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"60,000",Qris Gopay,0,"60,000",,,,PWN-P50YUW,,,,,,
09-01-2026 11:28:22,GEPL403M8HXT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Budi,,,DRINK02,Teh Manis Panas,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"103,000",Qris Gopay,0,"103,000",,,,PWN-GEPL40,GRB-6202,,,,,
09-01-2026 11:28:22,GEPL403M8HXT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Budi,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,2,"30,000","60,000",0,"60,000",0,0,0,0,0,0,"103,000",Qris Gopay,0,"103,000",,,,PWN-GEPL40,GRB-9553,,,,,
09-01-2026 11:28:22,GEPL403M8HXT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Budi,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"103,000",Qris Gopay,0,"103,000",,,,PWN-GEPL40,GRB-8439,,,,,
09-01-2026 11:28:22,GEPL403M8HXT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Budi,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"103,000",Qris Gopay,0,"103,000",,,,PWN-GEPL40,GRB-7437,,,,,
09-01-2026 11:28:27,N1S9M7OR41SW,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Siti,,Cust_391,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"100,000",Qris Gopay,0,"100,000",,,,PWN-N1S9M7,GRB-2062,,,,,
09-01-2026 11:28:27,N1S9M7OR41SW,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Siti,,Cust_391,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"100,000",Qris Gopay,0,"100,000",,,,PWN-N1S9M7,GRB-4377,,,,,
09-01-2026 11:28:27,N1S9M7OR41SW,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Siti,,Cust_391,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"100,000",Qris Gopay,0,"100,000",,,,PWN-N1S9M7,GRB-8394,,,,,
09-01-2026 11:28:27,N1S9M7OR41SW,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Siti,,Cust_391,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"100,000",Qris Gopay,0,"100,000",,,,PWN-N1S9M7,GRB-8627,,,,,
09-01-2026 11:28:27,N1S9M7OR41SW,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Siti,,Cust_391,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"100,000",Qris Gopay,0,"100,000",,,,PWN-N1S9M7,GRB-5614,,,,,
09-01-2026 11:28:53,HBB6OTQNUKT7,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Budi,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"22,000",Debit BCA,0,"22,000",,,,PWN-HBB6OT,,,,,,
09-01-2026 11:28:53,HBB6OTQNUKT7,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Budi,,,SIDE002,Nasi Uduk,Makanan,1,"7,000","7,000",0,"7,000",0,0,0,0,0,0,"22,000",Debit BCA,0,"22,000",,,,PWN-HBB6OT,,,,,,
09-01-2026 11:29:26,45L23H6RSK9S,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Rina,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-45L23H,,,,,,
09-01-2026 11:29:26,45L23H6RSK9S,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Rina,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-45L23H,,,,,,
09-01-2026 11:29:26,45L23H6RSK9S,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Rina,,,SIDE003,Nasi Merah,Makanan,2,"6,000","12,000",0,"12,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-45L23H,,,,,,
